duration_sec,hook_strength_score,views_total,retention_rate,first_3_sec_engagement,year,month,day,dow,hour,is_weekend,hour_sin,hour_cos,dow_sin,dow_cos,month_sin,month_cos,duration_squared,duration_log,duration_retention,video_id_encoded,niche_encoded,music_type_encoded
0.9358058561391038,-0.4363564803333603,0.322949450734768,1.023285571137602,-0.5154407171631885,2024,1,2,1,0,0,0.0,0.0,1.0305213917979332,0.9626212238868828,0.7353511848922111,1.351573438842933,0.9117587762764788,0.8660627926965492,1.5859735907975594,0.8829077810088929,-1.2125335580368979,-0.6856870878069531
0.33568987625029967,-0.30569452739511144,1.3234153049120445,-0.8124329070462112,0.3017377861880982,2024,1,12,4,0,0,0.0,0.0,-0.7219320669300219,-1.1717035627492454,0.7353511848922111,1.351573438842933,0.13007792185317477,0.48852567093020227,-0.3994389022040919,1.7097583568590002,0.8943120812670332,0.024409572705101922
-1.121734646336796,1.5671267980531203,-0.3691533825442424,-0.15973300369196655,-0.8595158764689936,2024,6,21,4,0,0,0.0,0.0,-0.7219320669300219,-1.1717035627492454,0.019105622923662923,-1.2774271303942908,-1.0673540683293372,-1.0168809321385723,-0.7952342614248425,-0.5270900430723431,-0.5102516782689208,0.7345062332171569
0.0784973134408122,1.4800188294276215,1.4614111846915028,-1.465132810400456,-1.8057225645599573,2024,7,31,2,0,0,0.0,0.0,1.3088698899590496,-0.2218396729724798,-0.6971399390448852,-1.0886733819192107,-0.15338876161901244,0.2988565639381221,-0.9518362192737032,-0.17023874191598093,-0.5102516782689208,1.4446028937292117
0.0784973134408122,-0.567018433271609,1.292254503751646,-0.24132049161124722,-1.7197037747335062,2024,8,23,4,0,0,0.0,0.0,-0.7219320669300219,-1.1717035627492454,-1.2214680811015857,-0.5729885509662154,-0.15338876161901244,0.2988565639381221,-0.11519562254691347,0.7871671880157225,-1.2125335580368979,-0.6856870878069531
-1.7218506262256001,0.391169221608882,-0.26480077310574335,-1.6283077862390172,-0.687478296816091,2024,2,19,0,0,0,0.0,0.0,-0.09648866883660423,1.489755913894641,1.2596793269489113,0.8358886078899374,-1.2717936764092783,-2.4087708134753227,-1.3562125076916516,-0.8491265831402797,0.19203020149905622,1.4446028937292117
0.0784973134408122,-0.34924851170786103,-1.2032596078335887,0.41137941174299764,0.08669081162197036,2024,7,29,0,0,0,0.0,0.0,-0.09648866883660423,1.489755913894641,-0.6971399390448852,-1.0886733819192107,-0.15338876161901244,0.2988565639381221,0.33101269570737446,0.752352426927297,1.2454530211510217,0.7345062332171569
1.1929984189485914,1.5235728137403708,0.3609968812748486,1.3904292667743647,-1.633684984907055,2024,9,20,4,0,0,0.0,0.0,-0.7219320669300219,-1.1717035627492454,-1.413385501013434,0.13145002846186102,1.2983042537385523,1.00640849865635,2.2134540383426518,-0.7620896804192158,-0.5102516782689208,1.4446028937292117
-1.7218506262256001,0.913817033361877,0.7510659642523116,0.37058566778335733,-0.5154407171631885,2024,4,8,0,0,0,0.0,0.0,-0.09648866883660423,1.489755913894641,1.2596793269489113,-0.5729885509662145,-1.2717936764092783,-2.4087708134753227,-1.0934215510274676,1.1614258697162976,-1.5636744979208863,-1.395783748319008
-0.3501569579083336,-1.4380981195266007,1.3179784922438744,0.8601105952990409,-0.5154407171631885,2024,3,22,4,0,0,0.0,0.0,-0.7219320669300219,-1.1717035627492454,1.4515967468607596,0.13145002846186135,-0.5571140380794003,-0.06981260136556469,0.2409129391367971,1.3180922946142126,0.19203020149905622,-1.395783748319008
-1.4646580634161126,-0.17503257445686257,1.232008464506056,-0.6900516751672905,-0.47243132224996287,2024,7,18,3,0,0,0.0,0.0,0.5289547292568136,-1.1717035627492451,-0.6971399390448852,-1.0886733819192107,-1.2047924603158522,-1.6788559635795568,-1.1170191063197616,0.27364946196144524,1.2454530211510217,-0.6856870878069531
-0.3501569579083336,-1.1767742136501032,0.06220470229998378,1.104873059056883,-1.8057225645599573,2024,10,18,4,0,0,0.0,0.0,-0.7219320669300219,-1.1717035627492454,-1.221468081101586,0.8358886078899374,-0.5571140380794003,-0.06981260136556469,0.3760625739926633,1.657536215226362,-0.8613926181529094,-0.6856870878069531
0.33568987625029967,-0.30569452739511144,0.7600828667717862,-0.6492579312076501,1.2479444742790624,2024,4,17,2,0,0,0.0,0.0,1.3088698899590496,-0.2218396729724798,1.2596793269489113,-0.5729885509662145,0.13007792185317477,0.48852567093020227,-0.27501542884472313,1.4660550292400214,-0.8613926181529094,-1.395783748319008
0.33568987625029967,-1.394544135213851,1.126253909662557,-0.44528921140944866,-0.47243132224996287,2024,7,11,3,0,0,0.0,0.0,0.5289547292568136,-1.1717035627492451,-0.6971399390448852,-1.0886733819192107,0.13007792185317477,0.48852567093020227,-0.1194860871455123,1.065685276723127,-1.2125335580368979,0.7345062332171569
-0.09296439509884612,-0.6105724175843585,-0.7120965836394919,0.7377293634201199,-1.4186380103409268,2024,6,2,6,0,1,0.0,0.0,-1.2234987294711417,0.9626212238868824,0.019105622923662923,-1.2774271303942908,-0.3251867516021562,0.16031195019613392,0.40180536158425667,0.4651306479477859,0.19203020149905622,1.4446028937292117
0.24995902198047054,0.04273734710688505,1.5055964006022533,-1.5059265543600961,-1.031553456121896,2024,9,30,0,0,0,0.0,0.0,-0.09648866883660423,1.489755913894641,-1.413385501013434,0.13145002846186102,0.03215306756278283,0.42749638503666176,-0.9454005223758047,-0.1963498127323001,-0.15911073838493228,-0.6856870878069531
-0.3501569579083336,-0.2185865587696122,1.191345209002988,-0.03735177181304555,-0.34340313751028584,2024,12,1,6,0,1,0.0,0.0,-1.2234987294711417,0.9626212238868824,0.019105622923662396,1.5403271873180133,-0.5571140380794003,-0.06981260136556469,-0.2546357220013783,-0.3443125473581088,-0.8613926181529094,-1.395783748319008
1.4501909817580787,-1.699422025403098,-0.538870841646099,1.2680480348954437,-0.7304876917293166,2024,12,9,0,0,0,0.0,0.0,-0.09648866883660423,1.489755913894641,0.019105622923662396,1.5403271873180133,1.7157733693975916,1.1365995404640046,2.3582572185453654,-1.1450520523918972,0.5431711413830447,1.4446028937292117
